"","gene","fc_PCR_vs_RD","pval","mean_PCR","mean_RD","mean_diff"
"4845","ABCA4",0.0222832729515025,5.03865058317938e-05,0.00525236842105263,0.235709019607843,-0.23045665118679
"4937","SLC1A2",1.40113496924861,0.0374875529286164,-0.376673157894737,-0.26883431372549,-0.107838844169247
"5028","PAQR5",-2.901030940398,0.00208744744415417,-0.125295526315789,0.04319,-0.168485526315789
"5031","CGNL1",0.225227841169736,0.0136418372548056,-0.0438939473684211,-0.194886862745098,0.150992915376677
"5032","CA12",6.83677857113099,0.00224161991201298,-0.264189210526316,-0.0386423529411765,-0.225546857585139
"5033","CA12.1",3.46535107700265,0.00196592954803258,-0.167048947368421,-0.0482054901960784,-0.118843457172343
"5043","MEX3B",13.7539824286863,0.00917829377341076,0.125805789473684,0.00914686274509804,0.116658926728586
"5229","MLPH.2",-1.57348200789179,0.0401313372212175,-0.0620368421052632,0.0394264705882353,-0.101463312693498
"5258","FLRT3",2.90072257689006,0.0130060771141798,-0.308795,-0.106454509803922,-0.202340490196078
"5272","ICOSLG",-1.98036865161932,0.00408022593388129,0.102555526315789,-0.0517860784313725,0.154341604747162
"5342","IDUA",2.81580008108397,0.000578484522549022,-0.173957368421053,-0.0617790196078431,-0.11217834881321
"5347","IGJ",-4.35553323415701,0.0245571373187719,0.189355526315789,-0.0434747058823529,0.232830232198142
"5388","RNF145",2.68935965770891,0.0278406048275906,0.181016052631579,0.0673082352941177,0.113707817337461
"5520","NXNL2",1.8700735768665,0.0442659676252641,-0.406353421052632,-0.217292745098039,-0.189060675954592
"5527","LCN2",0.309437020590881,0.00116791252610988,0.120201842105263,0.388453333333333,-0.26825149122807
"5637","TSPAN6",-1.15228848352856,0.0158298611492727,0.0715060526315789,-0.0620556862745098,0.133561738906089
"5723","PVALB",0.779824682583217,0.0419811034868397,-0.448277631578947,-0.574844117647059,0.126566486068111
"5778","INPP4B",4.41250874790457,0.00336899290807624,-0.235025789473684,-0.0532635294117647,-0.18176226006192
